Source,Target,Weight
doc_5710,topic_2,0.7940433621406555
doc_5711,topic_2,0.9724007248878479
doc_5712,topic_0,0.7465814352035522
doc_5713,topic_3,0.9979475140571594
doc_5714,topic_2,0.502602219581604
doc_5715,topic_0,0.5797048211097717
doc_5716,topic_0,0.7272056341171265
doc_5717,topic_0,0.6712254881858826
doc_5718,topic_0,0.7175201177597046
doc_5719,topic_0,0.7341583967208862
doc_5720,topic_0,0.9833188652992249
doc_5721,topic_0,0.9507152438163757
doc_5722,topic_2,0.9985700845718384
doc_5723,topic_2,0.9842557907104492
doc_5724,topic_0,0.8625553250312805
doc_5725,topic_0,0.7034720778465271
doc_5726,topic_0,0.8518571853637695
doc_5727,topic_0,0.7917870283126831
doc_5728,topic_3,0.5731704235076904
doc_5729,topic_3,0.6658284664154053
doc_5730,topic_1,0.8360446691513062
doc_5731,topic_2,0.9976375102996826
doc_5732,topic_0,0.4762327969074249
doc_5733,topic_2,0.5829800963401794
doc_5734,topic_3,0.5459758043289185
doc_5735,topic_0,0.8897097706794739
doc_5736,topic_0,0.42631515860557556
doc_5737,topic_2,0.6383236050605774
doc_5738,topic_3,0.6080790758132935
doc_5739,topic_0,0.5393549799919128
doc_5740,topic_3,0.9873647093772888
doc_5741,topic_3,0.9891048073768616
doc_5742,topic_0,0.9738246202468872
doc_5743,topic_0,0.7545172572135925
doc_5744,topic_0,0.5326550602912903
doc_5745,topic_2,0.5548021793365479
doc_5746,topic_0,0.5568546056747437
doc_5747,topic_3,0.7012481689453125
doc_5748,topic_3,0.7070351243019104
doc_5749,topic_3,0.6021827459335327
doc_5750,topic_2,0.48214608430862427
doc_5751,topic_2,0.9896731972694397
doc_5752,topic_2,0.8502026796340942
doc_5753,topic_3,0.7250813245773315
doc_5754,topic_3,0.5120134353637695
doc_5755,topic_2,0.7553462982177734
doc_5756,topic_0,0.5697490572929382
doc_5757,topic_1,0.8498634099960327
doc_5758,topic_0,0.6694067120552063
doc_5759,topic_0,0.8839750289916992
doc_5760,topic_2,0.7986745834350586
doc_5761,topic_0,0.9784444570541382
doc_5762,topic_3,0.6219169497489929
doc_5763,topic_3,0.7361069917678833
doc_5764,topic_2,0.5076547861099243
doc_5765,topic_0,0.7828668355941772
doc_5766,topic_3,0.5678226947784424
doc_5767,topic_2,0.7099872827529907
doc_5768,topic_3,0.9979178309440613
doc_5769,topic_3,0.9961158037185669
doc_5770,topic_0,0.7893664240837097
doc_5771,topic_3,0.80000901222229
doc_5772,topic_3,0.5136840343475342
doc_5773,topic_3,0.5933427810668945
doc_5774,topic_2,0.8388335704803467
doc_5775,topic_2,0.8838059902191162
doc_5776,topic_2,0.30602896213531494
doc_5777,topic_3,0.5654345154762268
doc_5778,topic_3,0.9970468878746033
doc_5779,topic_3,0.6041784882545471
doc_5780,topic_2,0.6286237835884094
doc_5781,topic_3,0.9970493912696838
doc_5782,topic_3,0.932007372379303
doc_5783,topic_3,0.996421754360199
doc_5784,topic_2,0.851314127445221
doc_5785,topic_0,0.8609235286712646
doc_5786,topic_3,0.9967981576919556
doc_5787,topic_2,0.997162938117981
doc_5788,topic_3,0.9857618808746338
doc_5789,topic_0,0.6740862131118774
doc_5790,topic_0,0.7572767734527588
doc_5791,topic_3,0.9334081411361694
doc_5792,topic_3,0.6165658235549927
doc_5793,topic_0,0.8525740504264832
doc_5794,topic_3,0.605040431022644
doc_5795,topic_0,0.8427519798278809
doc_5796,topic_2,0.9874319434165955
doc_5797,topic_3,0.9971789121627808
doc_5798,topic_2,0.7982988953590393
doc_5799,topic_0,0.7986358404159546
doc_5800,topic_3,0.8079469799995422
doc_5801,topic_0,0.5333322286605835
doc_5802,topic_2,0.49933114647865295
doc_5803,topic_2,0.6078139543533325
doc_5804,topic_2,0.9975425004959106
doc_5805,topic_3,0.7566673159599304
doc_5806,topic_3,0.6410590410232544
doc_5807,topic_2,0.9592094421386719
doc_5808,topic_3,0.5083609223365784
doc_5809,topic_0,0.7767835855484009
doc_5810,topic_2,0.8076834082603455
doc_5811,topic_3,0.889805257320404
doc_5812,topic_0,0.5436458587646484
doc_5813,topic_2,0.9910628199577332
doc_5814,topic_2,0.9838710427284241
doc_5815,topic_3,0.7665214538574219
doc_5816,topic_0,0.5917498469352722
doc_5817,topic_3,0.47147923707962036
doc_5818,topic_3,0.6689776182174683
doc_5819,topic_3,0.9291291832923889
doc_5820,topic_3,0.7439826726913452
doc_5821,topic_0,0.5763900876045227
doc_5822,topic_2,0.970034122467041
doc_5823,topic_0,0.45532462000846863
doc_5824,topic_3,0.6877827048301697
doc_5825,topic_2,0.6700834631919861
doc_5826,topic_0,0.5453187823295593
doc_5827,topic_3,0.9947380423545837
doc_5828,topic_0,0.6782558560371399
doc_5829,topic_2,0.9976369738578796
doc_5830,topic_0,0.653518557548523
doc_5831,topic_0,0.5732205510139465
doc_5832,topic_0,0.6028954982757568
doc_5833,topic_3,0.4673241972923279
doc_5834,topic_2,0.6692256331443787
doc_5835,topic_0,0.7743803858757019
doc_5836,topic_0,0.5117295384407043
doc_5837,topic_3,0.5242104530334473
doc_5838,topic_0,0.7885853052139282
doc_5839,topic_0,0.5258585810661316
doc_5840,topic_0,0.4299023449420929
doc_5841,topic_0,0.7555390000343323
doc_5842,topic_2,0.6832068562507629
doc_5843,topic_0,0.5697371959686279
doc_5844,topic_0,0.6999233961105347
doc_5845,topic_3,0.8938468098640442
doc_5846,topic_0,0.8729926347732544
doc_5847,topic_0,0.43769365549087524
doc_5848,topic_0,0.9524379968643188
doc_5849,topic_0,0.9455279111862183
doc_5850,topic_0,0.8932289481163025
doc_5851,topic_2,0.9278134703636169
doc_5852,topic_0,0.948218047618866
doc_5853,topic_0,0.9655591249465942
doc_5854,topic_3,0.9040915369987488
doc_5855,topic_0,0.6661649346351624
doc_5856,topic_2,0.7895171642303467
doc_5857,topic_0,0.846775233745575
doc_5858,topic_2,0.5079367160797119
doc_5859,topic_2,0.5203099846839905
doc_5860,topic_3,0.9281026124954224
doc_5861,topic_3,0.5673940181732178
doc_5862,topic_0,0.9406053423881531
doc_5863,topic_2,0.5701232552528381
doc_5864,topic_0,0.7604736685752869
doc_5865,topic_2,0.8466910719871521
doc_5866,topic_3,0.33426767587661743
doc_5867,topic_3,0.872990071773529
doc_5868,topic_3,0.878073513507843
doc_5869,topic_3,0.9083412885665894
doc_5870,topic_0,0.861515998840332
doc_5871,topic_3,0.4249020516872406
doc_5872,topic_3,0.8337074518203735
doc_5873,topic_3,0.8825085759162903
doc_5874,topic_0,0.9214795231819153
doc_5875,topic_0,0.8966608047485352
doc_5876,topic_2,0.6511831879615784
doc_5877,topic_0,0.8251001238822937
doc_5878,topic_0,0.894588828086853
doc_5879,topic_3,0.9614139795303345
doc_5880,topic_1,0.5537920594215393
doc_5881,topic_1,0.9207131862640381
doc_5882,topic_0,0.8521974086761475
doc_5883,topic_0,0.784763514995575
doc_5884,topic_2,0.682649552822113
doc_5885,topic_3,0.5280357599258423
doc_5886,topic_3,0.7734037041664124
doc_5887,topic_2,0.9555481672286987
doc_5888,topic_3,0.7765801548957825
doc_5889,topic_3,0.9891858696937561
doc_5890,topic_0,0.9575163125991821
doc_5891,topic_0,0.5126188397407532
doc_5892,topic_0,0.6872340440750122
doc_5893,topic_0,0.8475630283355713
doc_5894,topic_0,0.6812982559204102
doc_5895,topic_0,0.9109007716178894
doc_5896,topic_0,0.9237493872642517
doc_5897,topic_3,0.9944646954536438
doc_5898,topic_1,0.9806032180786133
doc_5899,topic_3,0.955532968044281
doc_5900,topic_2,0.9593295454978943
doc_5901,topic_2,0.8344977498054504
doc_5902,topic_1,0.9633116722106934
doc_5903,topic_0,0.59590083360672
doc_5904,topic_3,0.49575361609458923
doc_5905,topic_0,0.6375952959060669
doc_5906,topic_1,0.9630175828933716
doc_5907,topic_2,0.9901213049888611
doc_5908,topic_1,0.9759567975997925
doc_5909,topic_0,0.5238592028617859
doc_5910,topic_1,0.9053094983100891
doc_5911,topic_0,0.5715240240097046
doc_5912,topic_1,0.4671243131160736
doc_5913,topic_3,0.9603227972984314
doc_5914,topic_0,0.8438796401023865
doc_5915,topic_0,0.6765050888061523
doc_5916,topic_0,0.8808022737503052
doc_5917,topic_1,0.8649362325668335
doc_5918,topic_0,0.5986048579216003
doc_5919,topic_3,0.6248473525047302
doc_5920,topic_0,0.903859555721283
doc_5921,topic_1,0.9723653793334961
doc_5922,topic_1,0.9261009097099304
doc_5923,topic_3,0.573275625705719
doc_5924,topic_0,0.9981018900871277
doc_5925,topic_0,0.9828522801399231
doc_5926,topic_1,0.7835900187492371
doc_5927,topic_0,0.61008620262146
doc_5928,topic_3,0.6852467060089111
doc_5929,topic_3,0.5446269512176514
doc_5930,topic_3,0.6788440346717834
doc_5931,topic_3,0.6263684034347534
doc_5932,topic_2,0.619232714176178
doc_5933,topic_0,0.694421648979187
doc_5934,topic_0,0.7957283854484558
doc_5935,topic_2,0.8433737754821777
doc_5936,topic_2,0.8316326141357422
doc_5937,topic_2,0.9803770780563354
doc_5938,topic_0,0.8940938115119934
doc_5939,topic_0,0.6849746704101562
doc_5940,topic_2,0.9070336222648621
doc_5941,topic_2,0.9977019429206848
doc_5942,topic_3,0.9728786945343018
doc_5943,topic_3,0.8183982968330383
doc_5944,topic_0,0.9667603373527527
doc_5945,topic_0,0.7537411451339722
doc_5946,topic_0,0.9052867293357849
doc_5947,topic_3,0.7381511926651001
doc_5948,topic_2,0.7414100170135498
doc_5949,topic_2,0.7896873354911804
doc_5950,topic_2,0.9784575700759888
doc_5951,topic_0,0.9773358106613159
doc_5952,topic_3,0.42082640528678894
doc_5953,topic_0,0.9468981027603149
doc_5954,topic_3,0.9623920321464539
doc_5955,topic_3,0.9980931878089905
doc_5956,topic_3,0.5399675965309143
doc_5957,topic_0,0.9434340000152588
doc_5958,topic_0,0.7766528129577637
doc_5959,topic_0,0.9746963381767273
doc_5960,topic_3,0.9582529664039612
doc_5961,topic_2,0.7476620674133301
doc_5962,topic_0,0.7486402988433838
doc_5963,topic_0,0.6924077272415161
doc_5964,topic_0,0.9084799289703369
doc_5965,topic_0,0.9290846586227417
doc_5966,topic_0,0.7396259903907776
doc_5967,topic_0,0.9690020680427551
doc_5968,topic_2,0.9692030549049377
doc_5969,topic_0,0.8894751071929932
doc_5970,topic_0,0.9236128330230713
doc_5971,topic_0,0.9166267514228821
doc_5972,topic_2,0.8737800717353821
doc_5973,topic_0,0.9624550938606262
doc_5974,topic_3,0.5613504648208618
doc_5975,topic_2,0.6163519620895386
doc_5976,topic_0,0.979905366897583
doc_5977,topic_0,0.8193840980529785
doc_5978,topic_0,0.9748841524124146
doc_5979,topic_0,0.6277682781219482
doc_5980,topic_3,0.8370830416679382
doc_5981,topic_0,0.9982491135597229
doc_5982,topic_2,0.8248146176338196
doc_5983,topic_2,0.851432740688324
doc_5984,topic_0,0.5143694281578064
doc_5985,topic_2,0.6490800976753235
doc_5986,topic_0,0.640227198600769
doc_5987,topic_1,0.41021642088890076
doc_5988,topic_3,0.637552797794342
doc_5989,topic_0,0.998026430606842
doc_5990,topic_3,0.9064409732818604
doc_5991,topic_0,0.8845524787902832
doc_5992,topic_0,0.9063737392425537
doc_5993,topic_0,0.5850129127502441
doc_5994,topic_0,0.7192708849906921
doc_5995,topic_3,0.9696210622787476
doc_5996,topic_0,0.7257342338562012
doc_5997,topic_0,0.9389097094535828
doc_5998,topic_0,0.7205734252929688
doc_5999,topic_0,0.9410088062286377
doc_6000,topic_0,0.8091832399368286
doc_6001,topic_0,0.9874094724655151
doc_6002,topic_3,0.8905559778213501
doc_6003,topic_0,0.9725770354270935
doc_6004,topic_3,0.8360022902488708
doc_6005,topic_3,0.4844638705253601
doc_6006,topic_2,0.9985711574554443
doc_6007,topic_2,0.9649738073348999
doc_6008,topic_2,0.9956591129302979
doc_6009,topic_0,0.8250296711921692
doc_6010,topic_3,0.8115857243537903
doc_6011,topic_3,0.9350256323814392
doc_6012,topic_3,0.9954964518547058
doc_6013,topic_0,0.8426855802536011
doc_6014,topic_0,0.6866858601570129
doc_6015,topic_0,0.7072398066520691
doc_6016,topic_0,0.45359471440315247
doc_6017,topic_2,0.5265922546386719
doc_6018,topic_3,0.9975878596305847
doc_6019,topic_3,0.5534294247627258
doc_6020,topic_3,0.6978861689567566
doc_6021,topic_0,0.6772083044052124
doc_6022,topic_3,0.9969320297241211
doc_6023,topic_2,0.9915436506271362
doc_6024,topic_2,0.9089736342430115
doc_6025,topic_0,0.9563835859298706
doc_6026,topic_2,0.8759713172912598
doc_6027,topic_3,0.9510598182678223
doc_6028,topic_3,0.9970896244049072
doc_6029,topic_0,0.7037736773490906
doc_6030,topic_3,0.370818555355072
doc_6031,topic_3,0.5977146029472351
doc_6032,topic_0,0.7861021161079407
doc_6033,topic_0,0.9194112420082092
doc_6034,topic_0,0.8365806937217712
doc_6035,topic_0,0.968065619468689
doc_6036,topic_2,0.9961199164390564
doc_6037,topic_0,0.3917347490787506
doc_6038,topic_3,0.9450240731239319
doc_6039,topic_2,0.9747188687324524
doc_6040,topic_0,0.9256789684295654
doc_6041,topic_3,0.9100711345672607
doc_6042,topic_0,0.8500325083732605
doc_6043,topic_0,0.9081501364707947
doc_6044,topic_2,0.9670718312263489
doc_6045,topic_0,0.9728180766105652
doc_6046,topic_0,0.8230808973312378
doc_6047,topic_3,0.5718837380409241
doc_6048,topic_3,0.6295526623725891
doc_6049,topic_2,0.9029777646064758
doc_6050,topic_0,0.901604413986206
doc_6051,topic_2,0.9627649784088135
doc_6052,topic_2,0.8600117564201355
doc_6053,topic_3,0.48983460664749146
doc_6054,topic_2,0.8603736162185669
doc_6055,topic_3,0.7658705115318298
doc_6056,topic_2,0.975289523601532
doc_6057,topic_2,0.8102540969848633
doc_6058,topic_0,0.8300599455833435
doc_6059,topic_1,0.9937172532081604
doc_6060,topic_2,0.8654887080192566
doc_6061,topic_0,0.8368410468101501
doc_6062,topic_3,0.5617595314979553
doc_6063,topic_2,0.6037854552268982
doc_6064,topic_3,0.9986647367477417
doc_6065,topic_3,0.9986887574195862
doc_6066,topic_3,0.9865067601203918
doc_6067,topic_3,0.9975031018257141
doc_6068,topic_0,0.9981194138526917
doc_6069,topic_3,0.7646839618682861
doc_6070,topic_2,0.9834753274917603
doc_6071,topic_3,0.5399599671363831
doc_6072,topic_2,0.9981715679168701
doc_6073,topic_3,0.5533100962638855
doc_6074,topic_2,0.7487136721611023
doc_6075,topic_2,0.7671412229537964
doc_6076,topic_2,0.9357159733772278
doc_6077,topic_2,0.9795433878898621
doc_6078,topic_0,0.8887350559234619
doc_6079,topic_3,0.6658316254615784
doc_6080,topic_3,0.964505672454834
doc_6081,topic_0,0.99885493516922
doc_6082,topic_3,0.6917601227760315
doc_6083,topic_2,0.8294976949691772
doc_6084,topic_2,0.9830623865127563
doc_6085,topic_3,0.9951320290565491
doc_6086,topic_3,0.7748607397079468
doc_6087,topic_3,0.9648194909095764
doc_6088,topic_3,0.3758801519870758
doc_6089,topic_3,0.7317431569099426
doc_6090,topic_2,0.8944373726844788
doc_6091,topic_3,0.9977203607559204
doc_6092,topic_2,0.7319957613945007
doc_6093,topic_3,0.5774937868118286
doc_6094,topic_0,0.9981074333190918
doc_6095,topic_2,0.9373765587806702
doc_6096,topic_3,0.9107913970947266
doc_6097,topic_3,0.4504461884498596
doc_6098,topic_2,0.9914978742599487
doc_6099,topic_3,0.9869164824485779
doc_6100,topic_2,0.7986684441566467
doc_6101,topic_0,0.6266083121299744
doc_6102,topic_0,0.7661066055297852
doc_6103,topic_3,0.9975720643997192
doc_6104,topic_3,0.9966931343078613
doc_6105,topic_3,0.9107913970947266
doc_6106,topic_0,0.7783591747283936
doc_6107,topic_3,0.8711035251617432
doc_6108,topic_2,0.6610006093978882
doc_6109,topic_3,0.945277750492096
doc_6110,topic_2,0.6972029209136963
doc_6111,topic_3,0.8950722217559814
doc_6112,topic_0,0.9391807913780212
doc_6113,topic_0,0.933028519153595
doc_6114,topic_3,0.8851544857025146
doc_6115,topic_3,0.8736100196838379
doc_6116,topic_0,0.9966614246368408
doc_6117,topic_3,0.9831997156143188
doc_6118,topic_3,0.9688496589660645
doc_6119,topic_0,0.9991074204444885
doc_6120,topic_0,0.52992844581604
doc_6121,topic_0,0.9935757517814636
doc_6122,topic_2,0.612504243850708
doc_6123,topic_3,0.9846392273902893
doc_6124,topic_0,0.8889895677566528
doc_6125,topic_3,0.6390972137451172
doc_6126,topic_3,0.9409886598587036
doc_6127,topic_0,0.6001778841018677
doc_6128,topic_0,0.5947812795639038
doc_6129,topic_0,0.9231586456298828
doc_6130,topic_0,0.7477828860282898
doc_6131,topic_0,0.6743097305297852
doc_6132,topic_2,0.9942445755004883
doc_6133,topic_2,0.8186275959014893
doc_6134,topic_2,0.778915286064148
doc_6135,topic_1,0.5188996195793152
doc_6136,topic_3,0.6105667948722839
doc_6137,topic_0,0.657051146030426
doc_6138,topic_2,0.9982635378837585
doc_6139,topic_2,0.5048094987869263
doc_6140,topic_3,0.9880563616752625
doc_6141,topic_3,0.5286558866500854
doc_6142,topic_0,0.8025626540184021
doc_6143,topic_0,0.5014588832855225
doc_6144,topic_2,0.9190586805343628
doc_6145,topic_0,0.9673665165901184
doc_6146,topic_0,0.8976876735687256
doc_6147,topic_3,0.5469976663589478
doc_6148,topic_2,0.6463289260864258
doc_6149,topic_2,0.4070400595664978
doc_6150,topic_3,0.4895469844341278
doc_6151,topic_0,0.9655818343162537
doc_6152,topic_0,0.9957234859466553
doc_6153,topic_0,0.9444943070411682
doc_6154,topic_3,0.49423888325691223
doc_6155,topic_3,0.9839729070663452
doc_6156,topic_0,0.5946546792984009
doc_6157,topic_0,0.5086262822151184
doc_6158,topic_2,0.45811954140663147
doc_6159,topic_2,0.5569944977760315
doc_6160,topic_0,0.5479961037635803
doc_6161,topic_2,0.9327324628829956
doc_6162,topic_0,0.7947796583175659
doc_6163,topic_3,0.4880393147468567
doc_6164,topic_3,0.5380566120147705
doc_6165,topic_3,0.8958587050437927
doc_6166,topic_3,0.6876264810562134
doc_6167,topic_3,0.8090984225273132
doc_6168,topic_0,0.5708747506141663
doc_6169,topic_2,0.9247325658798218
doc_6170,topic_2,0.4406363368034363
doc_6171,topic_2,0.9608519673347473
doc_6172,topic_3,0.5573672652244568
doc_6173,topic_0,0.6443076133728027
doc_6174,topic_0,0.8367068767547607
doc_6175,topic_2,0.8819559216499329
doc_6176,topic_2,0.9323083162307739
doc_6177,topic_2,0.6986105442047119
doc_6178,topic_0,0.39274466037750244
doc_6179,topic_2,0.9537050724029541
doc_6180,topic_3,0.5160155296325684
doc_6181,topic_0,0.9063405394554138
doc_6182,topic_3,0.42668822407722473
doc_6183,topic_0,0.9140584468841553
doc_6184,topic_0,0.9312150478363037
doc_6185,topic_0,0.9677286148071289
doc_6186,topic_0,0.9568859338760376
doc_6187,topic_2,0.5138084292411804
doc_6188,topic_2,0.9918068051338196
doc_6189,topic_2,0.9597715139389038
doc_6190,topic_2,0.5934063792228699
doc_6191,topic_2,0.9553003311157227
doc_6192,topic_2,0.9872967600822449
doc_6193,topic_3,0.9234465956687927
doc_6194,topic_2,0.6134259700775146
doc_6195,topic_2,0.8524781465530396
doc_6196,topic_2,0.4604106545448303
doc_6197,topic_2,0.7159573435783386
doc_6198,topic_0,0.44861578941345215
doc_6199,topic_3,0.7403051853179932
doc_6200,topic_3,0.8675832152366638
doc_6201,topic_3,0.5287857055664062
doc_6202,topic_3,0.5257893800735474
doc_6203,topic_0,0.6619015336036682
doc_6204,topic_3,0.5447542667388916
doc_6205,topic_2,0.6533918976783752
doc_6206,topic_0,0.8570769429206848
doc_6207,topic_0,0.9965617656707764
doc_6208,topic_0,0.8859623074531555
doc_6209,topic_3,0.8233686089515686
doc_6210,topic_0,0.9615423083305359
doc_6211,topic_2,0.7340759038925171
doc_6212,topic_2,0.4470905065536499
doc_6213,topic_0,0.5605797171592712
doc_6214,topic_0,0.9151684045791626
doc_6215,topic_2,0.8877090215682983
doc_6216,topic_3,0.9963441491127014
doc_6217,topic_3,0.5592429637908936
doc_6218,topic_2,0.5325205326080322
doc_6219,topic_3,0.741949737071991
doc_6220,topic_3,0.9896268248558044
doc_6221,topic_3,0.7671585083007812
doc_6222,topic_0,0.5210984945297241
doc_6223,topic_3,0.5325585007667542
doc_6224,topic_3,0.7218744158744812
doc_6225,topic_3,0.7387771606445312
doc_6226,topic_2,0.5069100856781006
doc_6227,topic_0,0.4198104441165924
doc_6228,topic_3,0.9393630027770996
doc_6229,topic_0,0.7765873670578003
doc_6230,topic_2,0.9520567655563354
doc_6231,topic_3,0.7495381236076355
doc_6232,topic_2,0.5513250231742859
doc_6233,topic_2,0.9014500379562378
doc_6234,topic_0,0.5637592673301697
doc_6235,topic_3,0.8167752623558044
doc_6236,topic_3,0.5252118110656738
doc_6237,topic_2,0.8808304667472839
doc_6238,topic_0,0.7549649477005005
doc_6239,topic_0,0.815061628818512
doc_6240,topic_3,0.9982544183731079
doc_6241,topic_3,0.8617692589759827
doc_6242,topic_2,0.787949800491333
doc_6243,topic_3,0.772576630115509
doc_6244,topic_3,0.7879977226257324
doc_6245,topic_2,0.7780511379241943
doc_6246,topic_2,0.5593019723892212
doc_6247,topic_3,0.41460391879081726
doc_6248,topic_0,0.7186107039451599
doc_6249,topic_0,0.5643091797828674
doc_6250,topic_2,0.45802366733551025
doc_6251,topic_3,0.7554615139961243
doc_6252,topic_2,0.654853880405426
doc_6253,topic_0,0.7150771617889404
doc_6254,topic_3,0.530848503112793
doc_6255,topic_3,0.8427558541297913
doc_6256,topic_0,0.7658750414848328
doc_6257,topic_3,0.5900807976722717
doc_6258,topic_3,0.6302099823951721
doc_6259,topic_3,0.5742372274398804
doc_6260,topic_3,0.5850274562835693
doc_6261,topic_3,0.5687096118927002
doc_6262,topic_0,0.899154782295227
doc_6263,topic_3,0.5341269969940186
doc_6264,topic_3,0.8172439932823181
doc_6265,topic_2,0.5896211266517639
doc_6266,topic_3,0.98300701379776
doc_6267,topic_3,0.795281708240509
doc_6268,topic_3,0.6235922574996948
doc_6269,topic_2,0.724723756313324
doc_6270,topic_0,0.8124369978904724
doc_6271,topic_0,0.7452146410942078
doc_6272,topic_2,0.9427214860916138
doc_6273,topic_3,0.72911536693573
doc_6274,topic_2,0.5123993754386902
doc_6275,topic_3,0.35865193605422974
doc_6276,topic_2,0.9980160593986511
doc_6277,topic_2,0.6157213449478149
doc_6278,topic_2,0.597570538520813
doc_6279,topic_0,0.8858476281166077
doc_6280,topic_0,0.42920294404029846
doc_6281,topic_3,0.7663407921791077
doc_6282,topic_1,0.9968369007110596
doc_6283,topic_2,0.9276187419891357
doc_6284,topic_0,0.6586594581604004
doc_6285,topic_0,0.7965289950370789
doc_6286,topic_3,0.5193489193916321
doc_6287,topic_0,0.8491426110267639
doc_6288,topic_2,0.6116052269935608
doc_6289,topic_3,0.9978891015052795
doc_6290,topic_2,0.535705029964447
doc_6291,topic_2,0.8844377994537354
doc_6292,topic_2,0.9897508025169373
doc_6293,topic_1,0.9960054755210876
doc_6294,topic_3,0.7245436310768127
doc_6295,topic_1,0.998957633972168
doc_6296,topic_1,0.9678637385368347
doc_6297,topic_2,0.9278183579444885
doc_6298,topic_0,0.5980773568153381
doc_6299,topic_1,0.8348069787025452
doc_6300,topic_3,0.8197091221809387
doc_6301,topic_3,0.6569518446922302
doc_6302,topic_0,0.43297019600868225
doc_6303,topic_2,0.9899141192436218
doc_6304,topic_1,0.9981997609138489
doc_6305,topic_0,0.9406124353408813
doc_6306,topic_1,0.8271136283874512
doc_6307,topic_3,0.9191904067993164
doc_6308,topic_1,0.9810059070587158
doc_6309,topic_3,0.5816426277160645
doc_6310,topic_1,0.9986456632614136
doc_6311,topic_1,0.8275281190872192
doc_6312,topic_1,0.9916143417358398
doc_6313,topic_2,0.6402311325073242
doc_6314,topic_3,0.800102949142456
doc_6315,topic_3,0.6311877965927124
doc_6316,topic_3,0.7388061285018921
doc_6317,topic_3,0.6424005031585693
doc_6318,topic_3,0.9694958925247192
doc_6319,topic_1,0.9974359273910522
doc_6320,topic_1,0.998701274394989
doc_6321,topic_3,0.8496986627578735
doc_6322,topic_3,0.6065847277641296
doc_6323,topic_0,0.9664286375045776
doc_6324,topic_0,0.547324538230896
doc_6325,topic_3,0.7311107516288757
doc_6326,topic_3,0.5756801962852478
doc_6327,topic_3,0.6125727295875549
doc_6328,topic_1,0.5577548146247864
doc_6329,topic_3,0.5775242447853088
doc_6330,topic_3,0.9973105788230896
doc_6331,topic_0,0.9469618201255798
doc_6332,topic_1,0.9844937920570374
doc_6333,topic_3,0.618161141872406
doc_6334,topic_2,0.881472110748291
doc_6335,topic_2,0.6447188854217529
doc_6336,topic_2,0.43804794549942017
doc_6337,topic_3,0.49620360136032104
doc_6338,topic_3,0.5313506126403809
doc_6339,topic_3,0.5400262475013733
doc_6340,topic_3,0.4438616931438446
doc_6341,topic_0,0.9978168606758118
doc_6342,topic_0,0.9692832827568054
doc_6343,topic_0,0.7882146239280701
doc_6344,topic_0,0.9720276594161987
doc_6345,topic_3,0.5175173282623291
doc_6346,topic_3,0.737120509147644
doc_6347,topic_3,0.5886432528495789
doc_6348,topic_3,0.59303218126297
doc_6349,topic_3,0.9107533097267151
doc_6350,topic_3,0.7113171815872192
doc_6351,topic_3,0.9639257192611694
doc_6352,topic_2,0.9965919256210327
doc_6353,topic_2,0.8398963809013367
doc_6354,topic_0,0.7171594500541687
doc_6355,topic_1,0.9976683855056763
doc_6356,topic_3,0.7064281702041626
doc_6357,topic_2,0.6989103555679321
doc_6358,topic_1,0.99309903383255
doc_6359,topic_3,0.6877943873405457
doc_6360,topic_3,0.8278652429580688
doc_6361,topic_0,0.47788506746292114
doc_6362,topic_2,0.9692071676254272
doc_6363,topic_0,0.5537621378898621
doc_6364,topic_2,0.9970321655273438
doc_6365,topic_2,0.6356412768363953
doc_6366,topic_3,0.6024861931800842
doc_6367,topic_2,0.9688776731491089
doc_6368,topic_2,0.7111045122146606
doc_6369,topic_2,0.5858963131904602
doc_6370,topic_2,0.8918267488479614
doc_6371,topic_2,0.8228675723075867
doc_6372,topic_1,0.9969232082366943
doc_6373,topic_3,0.8787423372268677
doc_6374,topic_0,0.8379696607589722
doc_6375,topic_1,0.9975926876068115
doc_6376,topic_1,0.9973887205123901
doc_6377,topic_0,0.9972397685050964
doc_6378,topic_2,0.8937951326370239
doc_6379,topic_1,0.9988802075386047
doc_6380,topic_3,0.6501168608665466
doc_6381,topic_3,0.5327627062797546
doc_6382,topic_3,0.9800262451171875
doc_6383,topic_2,0.9646741151809692
doc_6384,topic_3,0.6809343099594116
doc_6385,topic_2,0.9027953147888184
doc_6386,topic_0,0.9431578516960144
doc_6387,topic_2,0.9911516904830933
doc_6388,topic_3,0.75162672996521
doc_6389,topic_2,0.7364213466644287
doc_6390,topic_0,0.6369335055351257
doc_6391,topic_3,0.7335631251335144
doc_6392,topic_2,0.6722615361213684
doc_6393,topic_3,0.9001326560974121
doc_6394,topic_0,0.9480422139167786
doc_6395,topic_2,0.981094479560852
doc_6396,topic_2,0.6275332570075989
doc_6397,topic_3,0.6111719012260437
doc_6398,topic_0,0.4362204968929291
doc_6399,topic_0,0.6713263988494873
doc_6400,topic_0,0.9135135412216187
doc_6401,topic_0,0.9409515261650085
doc_6402,topic_0,0.6898082494735718
doc_6403,topic_2,0.9937752485275269
doc_6404,topic_0,0.77325838804245
doc_6405,topic_0,0.7430762648582458
doc_6406,topic_2,0.48781880736351013
doc_6407,topic_0,0.6830164790153503
doc_6408,topic_0,0.42300522327423096
doc_6409,topic_0,0.740862250328064
doc_6410,topic_0,0.8264625668525696
doc_6411,topic_0,0.9522500038146973
