Source,Target,Weight
doc_368,topic_2,0.5466725826263428
doc_369,topic_0,0.748834490776062
doc_370,topic_0,0.9189232587814331
doc_371,topic_1,0.9645736813545227
doc_372,topic_2,0.7641279101371765
doc_373,topic_0,0.6191881895065308
doc_374,topic_3,0.6296226978302002
doc_375,topic_3,0.6426281929016113
doc_376,topic_3,0.6199935674667358
doc_377,topic_0,0.6728310585021973
doc_378,topic_3,0.7671169638633728
doc_379,topic_1,0.9272029995918274
doc_380,topic_0,0.7094695568084717
doc_381,topic_3,0.8829704523086548
doc_382,topic_0,0.9972988963127136
doc_383,topic_0,0.548675000667572
doc_384,topic_0,0.9685920476913452
doc_385,topic_2,0.3965166211128235
doc_386,topic_0,0.5775900483131409
doc_387,topic_2,0.8868626356124878
doc_388,topic_3,0.38351282477378845
doc_389,topic_2,0.6216574907302856
doc_390,topic_0,0.9979287385940552
doc_391,topic_0,0.8071063756942749
doc_392,topic_2,0.517295777797699
doc_393,topic_2,0.5625467896461487
doc_394,topic_2,0.5767372250556946
doc_395,topic_1,0.883114218711853
doc_396,topic_2,0.825456976890564
doc_397,topic_0,0.6457890272140503
doc_398,topic_2,0.7834083437919617
doc_399,topic_0,0.6464226245880127
doc_400,topic_0,0.513396680355072
doc_401,topic_3,0.7055230140686035
doc_402,topic_3,0.99788498878479
doc_403,topic_3,0.9980637431144714
doc_404,topic_3,0.7759356498718262
doc_405,topic_0,0.5330274701118469
doc_406,topic_3,0.7858202457427979
doc_407,topic_3,0.6938346028327942
doc_408,topic_3,0.7358982563018799
doc_409,topic_3,0.9214301705360413
doc_410,topic_2,0.730731725692749
doc_411,topic_1,0.9906834959983826
doc_412,topic_3,0.9905512928962708
doc_413,topic_0,0.8716420531272888
doc_414,topic_2,0.9335623979568481
doc_415,topic_2,0.9399170875549316
doc_416,topic_0,0.5630475878715515
doc_417,topic_3,0.9451703429222107
doc_418,topic_2,0.948675811290741
doc_419,topic_2,0.9899442195892334
doc_420,topic_3,0.9070696234703064
doc_421,topic_2,0.8814447522163391
doc_422,topic_0,0.5487655401229858
doc_423,topic_2,0.9755852222442627
doc_424,topic_3,0.7684369087219238
doc_425,topic_0,0.7650317549705505
doc_426,topic_2,0.6184269189834595
doc_427,topic_0,0.9018359184265137
doc_428,topic_3,0.706592857837677
doc_429,topic_0,0.9176392555236816
doc_430,topic_0,0.7040255665779114
doc_431,topic_2,0.9194091558456421
doc_432,topic_3,0.5563874840736389
doc_433,topic_2,0.5958554148674011
doc_434,topic_3,0.5626561045646667
doc_435,topic_3,0.6111354827880859
doc_436,topic_3,0.9960311651229858
doc_437,topic_3,0.6082652807235718
doc_438,topic_0,0.933671236038208
doc_439,topic_3,0.6696133613586426
doc_440,topic_3,0.9221347570419312
doc_441,topic_3,0.640114963054657
doc_442,topic_0,0.9960302710533142
doc_443,topic_0,0.9852555990219116
doc_444,topic_0,0.9487204551696777
doc_445,topic_2,0.5216693878173828
doc_446,topic_0,0.6493346095085144
doc_447,topic_3,0.6102885603904724
doc_448,topic_3,0.93547523021698
doc_449,topic_3,0.8016945123672485
doc_450,topic_0,0.9229066371917725
doc_451,topic_2,0.987457275390625
doc_452,topic_3,0.8429080247879028
doc_453,topic_2,0.7352827787399292
doc_454,topic_2,0.9712240695953369
doc_455,topic_3,0.6535961031913757
doc_456,topic_0,0.6276835203170776
doc_457,topic_2,0.750659704208374
doc_458,topic_2,0.9945645928382874
doc_459,topic_1,0.9793767929077148
doc_460,topic_3,0.9950294494628906
doc_461,topic_3,0.997739315032959
doc_462,topic_2,0.7398832440376282
doc_463,topic_3,0.7290938496589661
doc_464,topic_0,0.8530178070068359
doc_465,topic_0,0.7652830481529236
doc_466,topic_3,0.9960418343544006
doc_467,topic_2,0.8700893521308899
doc_468,topic_3,0.7154234051704407
doc_469,topic_3,0.78545743227005
doc_470,topic_0,0.8782655596733093
doc_471,topic_2,0.8978890776634216
doc_472,topic_2,0.9759089350700378
doc_473,topic_0,0.8300979733467102
doc_474,topic_0,0.6619539856910706
doc_475,topic_3,0.9523462057113647
doc_476,topic_0,0.56905198097229
doc_477,topic_3,0.9581667184829712
doc_478,topic_3,0.9266424775123596
doc_479,topic_3,0.7266232967376709
doc_480,topic_3,0.9314624071121216
doc_481,topic_3,0.9224281907081604
doc_482,topic_2,0.788296639919281
doc_483,topic_3,0.9730887413024902
doc_484,topic_0,0.8561556935310364
doc_485,topic_0,0.6051151156425476
doc_486,topic_1,0.9907232522964478
doc_487,topic_1,0.9564394354820251
doc_488,topic_0,0.9474973678588867
doc_489,topic_3,0.5102373957633972
doc_490,topic_0,0.7438398599624634
doc_491,topic_2,0.8418179154396057
doc_492,topic_0,0.5836901664733887
doc_493,topic_3,0.8528287410736084
doc_494,topic_0,0.611142098903656
doc_495,topic_2,0.6904338598251343
doc_496,topic_2,0.624462902545929
doc_497,topic_2,0.9685594439506531
doc_498,topic_0,0.8312000036239624
doc_499,topic_2,0.8374232053756714
doc_500,topic_2,0.8658349514007568
doc_501,topic_0,0.7158962488174438
doc_502,topic_2,0.9268419742584229
doc_503,topic_2,0.6295424103736877
doc_504,topic_2,0.8462013602256775
doc_505,topic_0,0.42063257098197937
doc_506,topic_1,0.9966104626655579
doc_507,topic_1,0.9851658940315247
doc_508,topic_0,0.6529515981674194
doc_509,topic_0,0.5550251007080078
doc_510,topic_3,0.8740457892417908
doc_511,topic_2,0.49342188239097595
doc_512,topic_1,0.9944401979446411
doc_513,topic_1,0.9849815964698792
doc_514,topic_1,0.9984845519065857
doc_515,topic_2,0.7729585766792297
doc_516,topic_2,0.7663444876670837
doc_517,topic_2,0.6826531291007996
doc_518,topic_0,0.7981660962104797
doc_519,topic_2,0.9569408297538757
doc_520,topic_2,0.8105996251106262
doc_521,topic_2,0.6998734474182129
doc_522,topic_0,0.5304229855537415
doc_523,topic_3,0.48968762159347534
doc_524,topic_3,0.683343231678009
doc_525,topic_0,0.4243812561035156
doc_526,topic_3,0.792893648147583
doc_527,topic_0,0.5582947134971619
doc_528,topic_0,0.7314304113388062
doc_529,topic_0,0.9843833446502686
doc_530,topic_3,0.7749941945075989
doc_531,topic_0,0.6632579565048218
doc_532,topic_2,0.5138611197471619
doc_533,topic_0,0.9982224106788635
doc_534,topic_0,0.9108157157897949
doc_535,topic_0,0.9850970506668091
doc_536,topic_2,0.9980999231338501
doc_537,topic_3,0.9322961568832397
doc_538,topic_2,0.8835923671722412
doc_539,topic_2,0.9602043628692627
doc_540,topic_0,0.9949825406074524
doc_541,topic_0,0.963982880115509
doc_542,topic_3,0.8695424199104309
doc_543,topic_3,0.43062376976013184
doc_544,topic_3,0.9174712300300598
doc_545,topic_2,0.8799700736999512
doc_546,topic_3,0.9968657493591309
doc_547,topic_2,0.6865644454956055
doc_548,topic_0,0.9476873874664307
doc_549,topic_3,0.39126312732696533
doc_550,topic_2,0.8659899830818176
doc_551,topic_3,0.584558367729187
doc_552,topic_0,0.8857911825180054
doc_553,topic_0,0.9909332394599915
doc_554,topic_2,0.8158323764801025
doc_555,topic_2,0.8986011147499084
doc_556,topic_2,0.753302812576294
doc_557,topic_2,0.7850878238677979
doc_558,topic_3,0.5100026726722717
doc_559,topic_2,0.7853296399116516
doc_560,topic_0,0.42062869668006897
doc_561,topic_2,0.9946081638336182
doc_562,topic_0,0.9169333577156067
doc_563,topic_2,0.8812581896781921
doc_564,topic_0,0.7900041937828064
doc_565,topic_1,0.423430472612381
doc_566,topic_3,0.6024691462516785
doc_567,topic_0,0.6156514883041382
doc_568,topic_0,0.8827916383743286
doc_569,topic_2,0.8883240818977356
doc_570,topic_0,0.7652266025543213
doc_571,topic_2,0.6190799474716187
doc_572,topic_3,0.44135767221450806
doc_573,topic_0,0.7227179408073425
doc_574,topic_3,0.5819063782691956
doc_575,topic_0,0.5812129378318787
doc_576,topic_3,0.9947890043258667
doc_577,topic_0,0.7925959229469299
doc_578,topic_2,0.5057010054588318
doc_579,topic_3,0.5227150917053223
doc_580,topic_0,0.699774444103241
doc_581,topic_3,0.6140733361244202
doc_582,topic_3,0.9982758164405823
doc_583,topic_3,0.4176601767539978
doc_584,topic_3,0.9968013763427734
doc_585,topic_2,0.6471701264381409
doc_586,topic_3,0.5116907954216003
doc_587,topic_3,0.6147384643554688
doc_588,topic_3,0.9860070943832397
doc_589,topic_2,0.6143555045127869
doc_590,topic_3,0.9932706952095032
doc_591,topic_3,0.5998438596725464
doc_592,topic_3,0.9765209555625916
doc_593,topic_3,0.8095393776893616
doc_594,topic_2,0.9621522426605225
doc_595,topic_3,0.8282215595245361
doc_596,topic_3,0.7415291666984558
doc_597,topic_3,0.9194522500038147
doc_598,topic_2,0.8952085971832275
doc_599,topic_3,0.996411144733429
doc_600,topic_2,0.9687725901603699
doc_601,topic_0,0.4099887013435364
doc_602,topic_0,0.4575878977775574
doc_603,topic_3,0.4383631646633148
doc_604,topic_2,0.6147803068161011
doc_605,topic_0,0.9347015619277954
doc_606,topic_0,0.9981096982955933
doc_607,topic_3,0.9954217076301575
doc_608,topic_0,0.34483498334884644
doc_609,topic_0,0.9878104329109192
doc_610,topic_0,0.7970954179763794
doc_611,topic_3,0.6478936076164246
doc_612,topic_3,0.750834584236145
doc_613,topic_3,0.5664340257644653
doc_614,topic_0,0.9226340055465698
doc_615,topic_2,0.9525481462478638
doc_616,topic_2,0.9885426759719849
doc_617,topic_0,0.9409372806549072
doc_618,topic_0,0.9975095987319946
doc_619,topic_2,0.9503304958343506
doc_620,topic_0,0.7186976075172424
doc_621,topic_2,0.9586228728294373
doc_622,topic_3,0.9983622431755066
doc_623,topic_0,0.998583197593689
doc_624,topic_0,0.7281432747840881
doc_625,topic_0,0.9574967622756958
doc_626,topic_3,0.7736741900444031
doc_627,topic_2,0.9964948296546936
doc_628,topic_0,0.9321531057357788
doc_629,topic_0,0.7842473387718201
doc_630,topic_0,0.5470179319381714
doc_631,topic_2,0.9440836310386658
doc_632,topic_3,0.8236187696456909
doc_633,topic_3,0.7246205806732178
doc_634,topic_0,0.8674178123474121
doc_635,topic_3,0.9774194955825806
doc_636,topic_2,0.8747957944869995
doc_637,topic_0,0.8710188269615173
doc_638,topic_2,0.7517959475517273
doc_639,topic_2,0.6734973192214966
doc_640,topic_3,0.6674574017524719
doc_641,topic_2,0.9796283841133118
doc_642,topic_0,0.942294180393219
doc_643,topic_0,0.9431224465370178
doc_644,topic_3,0.8800215721130371
doc_645,topic_2,0.9920901656150818
doc_646,topic_0,0.570283055305481
doc_647,topic_2,0.7581697702407837
doc_648,topic_3,0.8723073601722717
doc_649,topic_2,0.5258691310882568
doc_650,topic_3,0.9973230361938477
doc_651,topic_3,0.5662122368812561
doc_652,topic_3,0.8472558259963989
doc_653,topic_2,0.4454641342163086
doc_654,topic_2,0.9584762454032898
doc_655,topic_3,0.6185445189476013
doc_656,topic_3,0.4724877178668976
doc_657,topic_2,0.797012984752655
doc_658,topic_2,0.8842587471008301
doc_659,topic_3,0.5759018659591675
doc_660,topic_2,0.7261247038841248
doc_661,topic_2,0.9715449213981628
doc_662,topic_2,0.6922745704650879
doc_663,topic_0,0.5979783535003662
doc_664,topic_0,0.48504799604415894
doc_665,topic_0,0.7133216857910156
doc_666,topic_0,0.4187317490577698
doc_667,topic_3,0.5126467347145081
doc_668,topic_2,0.5588364601135254
doc_669,topic_3,0.6612914204597473
doc_670,topic_3,0.6156011819839478
doc_671,topic_3,0.6463719010353088
doc_672,topic_2,0.612517237663269
doc_673,topic_2,0.7485679388046265
doc_674,topic_3,0.6399576663970947
doc_675,topic_3,0.5970709323883057
doc_676,topic_0,0.5968154072761536
doc_677,topic_3,0.8283551335334778
doc_678,topic_3,0.8223894238471985
doc_679,topic_3,0.6756252646446228
doc_680,topic_3,0.9764614105224609
doc_681,topic_2,0.9328240752220154
doc_682,topic_0,0.9011383652687073
doc_683,topic_0,0.7986246943473816
doc_684,topic_3,0.7589204907417297
doc_685,topic_0,0.9101535677909851
doc_686,topic_0,0.8022477626800537
doc_687,topic_3,0.5679008960723877
doc_688,topic_3,0.9018315076828003
doc_689,topic_3,0.6349907517433167
doc_690,topic_0,0.9121057391166687
doc_691,topic_3,0.44190454483032227
doc_692,topic_3,0.5758184790611267
doc_693,topic_3,0.7523009181022644
doc_694,topic_3,0.8671888709068298
doc_695,topic_0,0.9736236929893494
doc_696,topic_3,0.5271483063697815
doc_697,topic_3,0.6841323971748352
doc_698,topic_0,0.7498331665992737
doc_699,topic_3,0.9911972284317017
doc_700,topic_3,0.8079726696014404
doc_701,topic_3,0.610568106174469
doc_702,topic_3,0.6155972480773926
doc_703,topic_0,0.5254859924316406
doc_704,topic_0,0.740562915802002
doc_705,topic_0,0.5107393860816956
doc_706,topic_0,0.9347997307777405
doc_707,topic_2,0.5502440929412842
doc_708,topic_0,0.5947220325469971
doc_709,topic_3,0.48482003808021545
doc_710,topic_3,0.5675375461578369
doc_711,topic_0,0.9598776698112488
doc_712,topic_2,0.7915547490119934
doc_713,topic_3,0.48080840706825256
doc_714,topic_0,0.929877519607544
doc_715,topic_3,0.838789165019989
doc_716,topic_0,0.9979605078697205
doc_717,topic_0,0.556041955947876
doc_718,topic_0,0.5023254752159119
doc_719,topic_2,0.640981137752533
doc_720,topic_0,0.5598943829536438
doc_721,topic_0,0.9986184239387512
doc_722,topic_0,0.9987292885780334
doc_723,topic_0,0.9925501942634583
doc_724,topic_0,0.6879119277000427
doc_725,topic_2,0.508486270904541
doc_726,topic_0,0.9983546137809753
doc_727,topic_0,0.7599359750747681
doc_728,topic_3,0.9049506187438965
doc_729,topic_3,0.7045449614524841
doc_730,topic_3,0.6902490258216858
doc_731,topic_0,0.9965400099754333
doc_732,topic_0,0.9973450899124146
doc_733,topic_3,0.9488149285316467
doc_734,topic_0,0.6704177856445312
doc_735,topic_3,0.48619818687438965
doc_736,topic_3,0.8775985836982727
doc_737,topic_2,0.8955567479133606
